0,Europe
1,CentralSouthernAfrica
2,CentralSouthernAfrica
3,CentralSouthernAfrica
4,CentralSouthernAfrica
5,CentralSouthernAfrica
6,CentralSouthernAfrica
7,CentralSouthernAfrica
8,CentralSouthernAfrica
9,CentralSouthernAfrica
10,CentralSouthernAfrica
11,CentralSouthernAfrica
12,CentralSouthernAfrica
13,CentralSouthernAfrica
14,CentralSouthernAfrica
15,CentralSouthernAfrica
16,CentralSouthernAfrica
17,CentralSouthernAfrica
18,CentralSouthernAfrica
19,CentralSouthernAfrica
20,CentralSouthernAfrica
21,CentralSouthernAfrica
22,CentralSouthernAfrica
23,CentralSouthernAfrica
24,CentralSouthernAfrica
25,CentralSouthernAfrica
26,CentralSouthernAfrica
27,CentralSouthernAfrica
28,Europe
29,Europe
30,Europe
31,Europe
32,Europe
33,Europe
34,Europe
35,Europe
36,Europe
37,Europe
38,Europe
39,OtherAfrica
40,OtherAfrica
41,OtherAfrica
43,Asia
44,Asia
45,Asia
46,Asia
47,Asia
48,Europe
49,Europe
50,Europe
51,Europe
52,Europe
53,Europe
54,Europe
55,Europe
56,OtherAfrica
57,CentralSouthernAfrica
58,CentralSouthernAfrica
59,CentralSouthernAfrica
60,CentralSouthernAfrica
61,CentralSouthernAfrica
62,CentralSouthernAfrica
63,CentralSouthernAfrica
64,CentralSouthernAfrica
65,CentralSouthernAfrica
66,CentralSouthernAfrica
67,CentralSouthernAfrica
68,CentralSouthernAfrica
69,CentralSouthernAfrica
70,CentralSouthernAfrica
71,CentralSouthernAfrica
72,CentralSouthernAfrica
73,CentralSouthernAfrica
74,CentralSouthernAfrica
75,CentralSouthernAfrica
76,CentralSouthernAfrica
77,CentralSouthernAfrica
78,CentralSouthernAfrica
79,CentralSouthernAfrica
80,CentralSouthernAfrica
81,CentralSouthernAfrica
82,CentralSouthernAfrica
83,CentralSouthernAfrica
84,CentralSouthernAfrica
85,CentralSouthernAfrica
86,CentralSouthernAfrica
87,CentralSouthernAfrica
88,CentralSouthernAfrica
89,CentralSouthernAfrica
90,CentralSouthernAfrica
91,CentralSouthernAfrica
92,CentralSouthernAfrica
93,CentralSouthernAfrica
94,CentralSouthernAfrica
95,CentralSouthernAfrica
96,CentralSouthernAfrica
97,CentralSouthernAfrica
98,CentralSouthernAfrica
99,CentralSouthernAfrica
101,Europe
102,Europe
103,Europe
104,Europe
105,Europe
106,Europe
107,Europe
108,Europe
109,Europe
110,Europe
111,Europe
112,Europe
113,Europe
114,Europe
115,OtherAfrica
116,OtherAfrica
117,OtherAfrica
118,OtherAfrica
119,CentralSouthernAfrica
120,CentralSouthernAfrica
121,CentralSouthernAfrica
122,CentralSouthernAfrica
123,CentralSouthernAfrica
124,CentralSouthernAfrica
125,CentralSouthernAfrica
126,CentralSouthernAfrica
127,CentralSouthernAfrica
128,CentralSouthernAfrica
129,CentralSouthernAfrica
130,CentralSouthernAfrica
131,CentralSouthernAfrica
132,CentralSouthernAfrica
133,CentralSouthernAfrica
134,CentralSouthernAfrica
135,CentralSouthernAfrica
136,CentralSouthernAfrica
137,CentralSouthernAfrica
138,CentralSouthernAfrica
139,CentralSouthernAfrica
140,CentralSouthernAfrica
141,CentralSouthernAfrica
142,CentralSouthernAfrica
143,CentralSouthernAfrica
144,America
145,America
146,America
147,Europe
148,America
149,America
150,America
151,America
152,CentralSouthernAfrica
153,CentralSouthernAfrica
154,CentralSouthernAfrica
155,CentralSouthernAfrica
156,CentralSouthernAfrica
157,CentralSouthernAfrica
158,CentralSouthernAfrica
159,CentralSouthernAfrica
160,CentralSouthernAfrica
161,CentralSouthernAfrica
162,CentralSouthernAfrica
163,CentralSouthernAfrica
164,CentralSouthernAfrica
165,CentralSouthernAfrica
166,CentralSouthernAfrica
167,CentralSouthernAfrica
168,CentralSouthernAfrica
169,CentralSouthernAfrica
170,CentralSouthernAfrica
171,CentralSouthernAfrica
172,CentralSouthernAfrica
173,CentralSouthernAfrica
174,CentralSouthernAfrica
175,CentralSouthernAfrica
176,CentralSouthernAfrica
177,CentralSouthernAfrica
178,CentralSouthernAfrica
179,CentralSouthernAfrica
180,CentralSouthernAfrica
181,CentralSouthernAfrica
182,CentralSouthernAfrica
183,CentralSouthernAfrica
184,CentralSouthernAfrica
185,CentralSouthernAfrica
186,CentralSouthernAfrica
187,CentralSouthernAfrica
188,CentralSouthernAfrica
189,CentralSouthernAfrica
190,CentralSouthernAfrica
191,CentralSouthernAfrica
192,CentralSouthernAfrica
193,CentralSouthernAfrica
194,CentralSouthernAfrica
195,CentralSouthernAfrica
196,CentralSouthernAfrica
197,CentralSouthernAfrica
198,CentralSouthernAfrica
199,CentralSouthernAfrica
200,CentralSouthernAfrica
201,CentralSouthernAfrica
202,CentralSouthernAfrica
203,CentralSouthernAfrica
204,CentralSouthernAfrica
205,CentralSouthernAfrica
206,CentralSouthernAfrica
207,CentralSouthernAfrica
208,CentralSouthernAfrica
209,CentralSouthernAfrica
210,CentralSouthernAfrica
211,CentralSouthernAfrica
212,CentralSouthernAfrica
213,CentralSouthernAfrica
214,CentralSouthernAfrica
215,CentralSouthernAfrica
216,CentralSouthernAfrica
217,CentralSouthernAfrica
218,CentralSouthernAfrica
219,CentralSouthernAfrica
220,CentralSouthernAfrica
221,CentralSouthernAfrica
224,Europe
225,Europe
226,Europe
227,Europe
228,Asia
229,Asia
230,Asia
231,Asia
232,OtherAfrica
233,OtherAfrica
234,Europe
235,Europe
236,Europe
237,Europe
238,Europe
239,Europe
240,Europe
241,OtherAfrica
242,OtherAfrica
243,OtherAfrica
244,OtherAfrica
245,OtherAfrica
246,OtherAfrica
247,OtherAfrica
248,OtherAfrica
249,OtherAfrica
250,OtherAfrica
251,OtherAfrica
252,OtherAfrica
254,Europe
255,Europe
256,Europe
257,America
258,America
259,America
260,America
261,OtherAfrica
262,OtherAfrica
263,CentralSouthernAfrica
264,CentralSouthernAfrica
265,CentralSouthernAfrica
266,CentralSouthernAfrica
267,CentralSouthernAfrica
268,CentralSouthernAfrica
269,CentralSouthernAfrica
270,CentralSouthernAfrica
271,CentralSouthernAfrica
272,CentralSouthernAfrica
273,CentralSouthernAfrica
274,CentralSouthernAfrica
275,CentralSouthernAfrica
276,CentralSouthernAfrica
277,CentralSouthernAfrica
278,CentralSouthernAfrica
279,CentralSouthernAfrica
